MISSION ELAPSED TIME (mins),WPSA Link Budget,DS54 Link Budget,DS24 Link Budget,DS34 Link Budget
246.649466,2675.37592,10000,0,0
247.649466,2675.37592,10000,0,0
248.649466,2675.37592,10000,0,0
249.649466,2675.37592,10000,0,0
250.649466,2675.37592,10000,0,0
251.649466,2675.37592,10000,0,0
252.649466,2675.37592,10000,0,0
253.649466,2675.37592,10000,0,0
254.649466,2675.37592,10000,0,0
255.649466,2675.37592,10000,0,0
256.649466,2675.37592,10000,0,0
257.649466,2675.37592,10000,0,0
258.649466,2675.37592,10000,0,0
259.649466,2675.37592,10000,0,0
260.649466,2675.37592,10000,0,0
261.649466,2675.37592,10000,0,0
262.649466,2675.37592,10000,0,0
263.649466,2675.37592,10000,0,0
264.649466,2675.37592,10000,0,0
265.649466,2675.37592,10000,0,0
266.649466,2675.37592,10000,0,0
267.649466,2675.37592,10000,0,0
268.649466,2675.37592,10000,0,0
269.649466,2675.37592,10000,0,0
270.649466,2675.37592,10000,0,0
271.649466,2675.37592,10000,0,0
272.649466,2675.37592,10000,0,0
273.649466,2675.37592,10000,0,0
274.649466,2675.37592,10000,0,0
275.649466,2675.37592,10000,0,0
276.649466,2675.37592,10000,0,0
277.649466,2675.37592,10000,0,0
278.649466,2675.37592,10000,0,0
279.649466,2675.37592,10000,0,0
280.649466,2675.37592,10000,0,0
281.649466,2675.37592,10000,0,0
282.649466,2675.37592,10000,0,0
283.649466,2675.37592,10000,0,0
284.6427943,2675.37592,10000,0,0
285.6427943,2675.37592,10000,0,0
286.6427943,2675.37592,10000,0,0
287.6427943,2675.37592,10000,0,0
288.6427943,2675.37592,10000,0,0
289.6427943,2675.37592,10000,0,0
290.6427943,2675.37592,10000,0,0
291.6427943,2675.37592,10000,0,0
292.6427943,2675.37592,10000,0,0
293.6427943,2675.37592,10000,0,0
294.6427943,2675.37592,10000,0,0
295.6427943,2675.37592,10000,0,0
296.6427943,2675.37592,10000,0,0
297.6427943,2675.37592,10000,0,0
298.6427943,2675.37592,10000,0,0
299.6427943,2675.37592,10000,0,0
300.6427943,2675.37592,10000,0,0
301.6427943,2675.37592,10000,0,0
302.6427943,2675.37592,10000,0,0
303.6427943,2675.37592,10000,0,0
304.6427943,2675.37592,10000,0,0
305.6427943,2675.37592,10000,0,0
306.6427943,2675.37592,10000,0,0
307.6427943,2675.37592,10000,0,0
308.6427943,2675.37592,10000,0,0
309.6427943,2675.37592,10000,0,0
310.6427943,2675.37592,10000,0,0
311.6427943,2675.37592,10000,0,0
312.6427943,2675.37592,10000,0,0
313.6427943,2675.37592,10000,0,0
314.6427943,2675.37592,10000,0,0
315.6427943,2675.37592,10000,0,0
316.6427943,2675.37592,10000,0,0
317.6427943,2675.37592,10000,0,0
318.6427943,2675.37592,10000,0,0
319.6427943,2675.37592,10000,0,0
320.6427943,2675.37592,10000,0,0
321.6427943,2675.37592,10000,0,0
322.6427943,2675.37592,10000,0,0
323.6427943,2675.37592,10000,0,0
324.6427943,2675.37592,10000,0,0
325.6427943,2675.37592,10000,0,0
326.6427943,2675.37592,10000,0,0
327.6427943,2675.37592,10000,0,0
328.6427943,2675.37592,10000,0,0
329.6427943,2675.37592,10000,0,0
330.6427943,2675.37592,10000,0,0
331.6427943,2675.37592,10000,0,0
332.6427943,2675.37592,10000,0,0
333.6427943,2675.37592,10000,0,0
334.6427943,2675.37592,10000,0,0
335.6427943,2675.37592,10000,0,0
336.6427943,2675.37592,10000,0,0
337.6427943,2675.37592,10000,0,0
338.6427943,2675.37592,10000,0,0
339.6427943,2675.37592,10000,0,0
340.6427943,2675.37592,10000,0,0
341.6427943,2675.37592,10000,0,0
342.6427943,2675.37592,10000,0,0
343.6427943,2675.37592,10000,0,0
344.6427943,2675.37592,10000,0,0
345.6427943,2675.37592,10000,0,0
346.6427943,2675.37592,10000,0,0
347.6427943,2675.37592,10000,0,0
348.6427943,2675.37592,10000,0,0
349.6427943,2675.37592,10000,0,0
350.6427943,2675.37592,10000,0,0
351.6427943,2675.37592,10000,0,0
352.6427943,2675.37592,10000,0,0
353.6427943,2675.37592,10000,0,0
354.6427943,2675.37592,10000,0,0
355.6427943,2675.37592,10000,0,0
356.6427943,2675.37592,10000,0,0
357.6427943,2675.37592,10000,0,0
358.6427943,2675.37592,10000,0,0
359.6427943,2675.37592,10000,0,0
360.6427943,2675.37592,10000,0,0
361.6427943,2675.37592,10000,0,0
362.6427943,2675.37592,10000,0,0
363.6427943,2675.37592,10000,0,0
364.6427943,2675.37592,10000,0,0
365.6427943,2675.37592,10000,0,0
366.6427943,2675.37592,10000,0,0
367.6427943,2675.37592,10000,0,0
368.6427943,2675.37592,10000,0,0
369.6427943,2675.37592,10000,0,0
370.6427943,2675.37592,10000,0,0
371.6427943,2675.37592,10000,0,0
372.6427943,2675.37592,10000,0,0
373.6427943,2675.37592,10000,0,0
374.6427943,2675.37592,10000,0,0
375.6427943,2675.37592,10000,0,0
376.6427943,2675.37592,10000,0,0
377.6427943,2675.37592,10000,0,0
378.6427943,2675.37592,10000,0,0
379.6427943,2675.37592,10000,0,0
380.6427943,2675.37592,10000,0,0
381.6427943,2675.37592,10000,0,0
382.6427943,2675.37592,10000,0,0
383.6427943,2675.37592,10000,0,0
384.6427943,2675.37592,10000,0,0
385.6427943,2675.37592,10000,0,0
386.6427943,2675.37592,10000,0,0
387.6427943,2675.37592,10000,0,0
388.6427943,2675.37592,10000,0,0
389.6427943,2675.37592,10000,0,0
390.6427943,2675.37592,10000,0,0
391.6427943,2675.37592,10000,0,0
392.6427943,2675.37592,10000,0,0
393.6427943,2675.37592,10000,0,0
394.6427943,2675.37592,10000,0,0
395.6427943,2675.37592,10000,0,0
396.6427943,2675.37592,10000,0,0
397.6427943,2675.37592,10000,0,0
398.6427943,2675.37592,10000,0,0
399.6427943,2675.37592,10000,0,0
400.6427943,2675.37592,10000,0,0
401.6427943,2675.37592,10000,0,0
402.6427943,2675.37592,10000,0,0
403.6427943,2675.37592,10000,10000,0
404.6427943,2675.37592,10000,10000,0
405.6427943,2675.37592,10000,10000,0
406.6427943,2675.37592,10000,10000,0
407.6427943,2675.37592,10000,10000,0
408.6427943,2675.37592,10000,10000,0
409.6427943,2675.37592,10000,10000,0
410.6427943,2675.37592,10000,10000,0
411.6427943,2675.37592,10000,10000,0
412.6427943,2675.37592,10000,10000,0
413.6427943,2675.37592,10000,10000,0
414.6427943,2675.37592,10000,10000,0
415.6427943,2675.37592,10000,10000,0
416.6427943,2675.37592,10000,10000,0
417.6427943,2675.37592,10000,10000,0
418.6427943,2675.37592,10000,10000,0
419.6427943,2675.37592,10000,10000,0
420.6427943,2675.37592,10000,10000,0
421.6427943,2675.37592,10000,10000,0
422.6427943,2675.37592,10000,10000,0
423.6427943,2675.37592,10000,10000,0
424.6427943,2675.37592,10000,10000,0
425.6427943,2675.37592,10000,10000,0
426.6427943,2675.37592,10000,10000,0
427.6427943,2675.37592,10000,10000,0
428.6427943,2675.37592,10000,10000,0
429.6427943,2675.37592,10000,10000,0
430.6427943,2675.37592,10000,10000,0
431.6427943,2675.37592,10000,10000,0
432.6427943,2675.37592,10000,10000,0
433.6427943,2675.37592,10000,10000,0
434.6427943,2675.37592,10000,10000,0
435.6427943,2675.37592,10000,10000,0
436.6427943,2675.37592,10000,10000,0
437.6427943,2675.37592,10000,10000,0
438.6427943,2675.37592,10000,10000,0
439.6427943,2675.37592,10000,10000,0
440.6427943,2675.37592,10000,10000,0
441.6427943,2675.37592,10000,10000,0
442.6427943,2675.37592,10000,10000,0
443.6427943,2675.37592,10000,10000,0
444.6427943,2675.37592,10000,10000,0
445.6427943,2675.37592,10000,10000,0
446.6427943,2675.37592,10000,10000,0
447.6427943,2675.37592,10000,10000,0
448.6427943,2675.37592,10000,10000,0
449.6427943,2675.37592,10000,10000,0
450.6427943,2675.37592,10000,10000,0
451.6427943,2675.37592,10000,10000,0
452.6427943,2675.37592,10000,10000,0
453.6427943,2675.37592,10000,10000,0
454.6427943,2675.37592,10000,10000,0
455.6427943,2675.37592,10000,10000,0
456.6427943,2675.37592,10000,10000,0
457.6427943,2675.37592,10000,10000,0
458.6427943,2675.37592,10000,10000,0
459.6427943,2675.37592,10000,10000,0
460.6427943,2675.37592,10000,10000,0
461.6427943,2675.37592,10000,10000,0
462.6427943,2675.37592,10000,10000,0
463.6427943,2675.37592,10000,10000,0
464.6427943,2675.37592,10000,10000,0
465.6427943,2675.37592,10000,10000,0
466.6427943,2675.37592,10000,10000,0
467.6427943,2675.37592,10000,10000,0
468.6427943,2675.37592,10000,10000,0
469.6427943,2675.37592,10000,10000,0
470.6427943,2675.37592,10000,10000,0
471.6427943,2675.37592,10000,10000,0
472.6427943,2675.37592,10000,10000,0
473.6427943,2675.37592,10000,10000,0
474.6427943,2675.37592,10000,10000,0
475.6427943,2675.37592,10000,10000,0
476.6427943,2675.37592,10000,10000,0
477.6427943,2675.37592,10000,10000,0
478.6427943,2675.37592,10000,10000,0
479.6427943,2675.37592,10000,10000,0
480.6427943,2675.37592,10000,10000,0
481.6427943,2675.37592,10000,10000,0
482.6427943,2675.37592,10000,10000,0
483.6427943,2675.37592,10000,10000,0
484.6427943,2675.37592,10000,10000,0
485.6427943,2675.37592,10000,10000,0
486.6427943,2675.37592,10000,10000,0
487.6427943,2675.37592,10000,10000,0
488.6427943,2675.37592,10000,10000,0
489.6427943,2675.37592,10000,10000,0
490.6427943,2675.37592,10000,10000,0
491.6427943,2675.37592,10000,10000,0
492.6427943,2675.37592,10000,10000,0
493.6427943,2675.37592,10000,10000,0
494.6427943,2675.37592,10000,10000,0
495.6427943,2675.37592,10000,10000,0
496.6427943,2675.37592,10000,10000,0
497.6427943,2675.37592,10000,10000,0
498.6427943,2675.37592,10000,10000,0
499.6427943,2675.37592,10000,10000,0
500.6427943,2675.37592,10000,10000,0
501.6427943,2675.37592,10000,10000,0
502.6427943,2675.37592,10000,10000,0
503.6427943,2675.37592,10000,10000,0
504.6427943,2675.37592,10000,10000,0
505.6427943,2675.37592,10000,10000,0
506.6427943,2675.37592,10000,10000,0
507.6427943,2675.37592,10000,10000,0
508.6427943,2675.37592,10000,10000,0
509.6427943,2675.37592,10000,10000,0
510.6427943,2675.37592,10000,10000,0
511.6427943,2675.37592,10000,10000,0
512.6427943,2675.37592,10000,10000,0
513.6427943,2675.37592,10000,10000,0
514.6427943,2675.37592,10000,10000,0
515.6427943,2675.37592,10000,10000,0
516.6427943,2675.37592,10000,10000,0
517.6427943,2675.37592,10000,10000,0
518.6427943,2675.37592,10000,10000,0
519.6427943,2675.37592,10000,10000,0
520.6427943,2675.37592,10000,10000,0
521.6427943,2675.37592,10000,10000,0
522.6427943,2675.37592,10000,10000,0
523.6427943,2675.37592,10000,10000,0
524.6427943,2675.37592,10000,10000,0
525.6427943,2675.37592,10000,10000,0
526.6427943,2675.37592,10000,10000,0
527.6427943,2675.37592,10000,10000,0
528.6427943,2675.37592,10000,10000,0
529.6427943,2675.37592,10000,10000,0
530.6427943,2675.37592,10000,10000,0
531.6427943,2675.37592,10000,10000,0
532.6427943,2675.37592,10000,10000,0
533.6427943,2675.37592,10000,10000,0
534.6427943,2675.37592,10000,10000,0
535.6427943,2675.37592,10000,10000,0
536.6427943,2675.37592,10000,10000,0
537.6427943,2675.37592,10000,10000,0
538.6427943,2675.37592,10000,10000,0
539.6427943,2675.37592,10000,10000,0
540.6427943,2675.37592,10000,10000,0
541.6427943,2675.37592,10000,10000,0
542.6427943,2675.37592,10000,10000,0
543.6427943,2675.37592,0,10000,0
544.6427943,2675.37592,0,10000,0
545.6427943,2675.37592,0,10000,0
546.6427943,2675.37592,0,10000,0
547.6427943,2675.37592,0,10000,0
548.6427943,2675.37592,0,10000,0
549.6427943,2675.37592,0,10000,0
550.6427943,2675.37592,0,10000,0
551.6427943,2675.37592,0,10000,0
552.6427943,2675.37592,0,10000,0
553.6427943,2675.37592,0,10000,0
554.6427943,2675.37592,0,10000,0
555.6427943,2675.37592,0,10000,0
556.6427943,2675.37592,0,10000,0
557.6427943,2675.37592,0,10000,0
558.6427943,2675.37592,0,10000,0
559.6427943,2675.37592,0,10000,0
560.6427943,2675.37592,0,10000,0
561.6427943,2675.37592,0,10000,0
562.6427943,2675.37592,0,10000,0
563.6427943,2675.37592,0,10000,0
564.6427943,2675.37592,0,10000,0
565.6427943,2675.37592,0,10000,0
566.6427943,2675.37592,0,10000,0
567.6427943,2675.37592,0,10000,0
568.6427943,2675.37592,0,10000,0
569.6427943,2675.37592,0,10000,0
570.6427943,2675.37592,0,10000,0
571.6427943,2675.37592,0,10000,0
572.6427943,2675.37592,0,10000,0
573.449368,2675.37592,0,10000,0
574.449368,2675.37592,0,10000,0
575.449368,2675.37592,0,10000,0
576.449368,2675.37592,0,10000,0
577.449368,2675.37592,0,10000,0
578.449368,2675.37592,0,10000,0
579.449368,2675.37592,0,10000,0
580.449368,2675.37592,0,10000,0
581.449368,2675.37592,0,10000,0
582.449368,2675.37592,0,10000,0
583.449368,2675.37592,0,10000,0
584.449368,2675.37592,0,10000,0
585.449368,2675.37592,0,10000,0
586.449368,2675.37592,0,10000,0
587.449368,2675.37592,0,10000,0
588.449368,2675.37592,0,10000,0
589.449368,2675.37592,0,10000,0
590.449368,2675.37592,0,10000,0
591.449368,2675.37592,0,10000,0
592.449368,2675.37592,0,10000,0
593.449368,2675.37592,0,10000,0
594.449368,2675.37592,0,10000,0
595.449368,2675.37592,0,10000,0
596.449368,2675.37592,0,10000,0
597.449368,2675.37592,0,10000,0
598.449368,2675.37592,0,10000,0
599.449368,2675.37592,0,10000,0
600.449368,2675.37592,0,10000,0
601.449368,2675.37592,0,10000,0
602.449368,2675.37592,0,10000,0
603.449368,2675.37592,0,10000,0
604.449368,2675.37592,0,10000,0
605.449368,2675.37592,0,10000,0
606.449368,2675.37592,0,10000,0
607.449368,2675.37592,0,10000,0
608.449368,2675.37592,0,10000,0
609.449368,2675.37592,0,10000,0
610.449368,2675.37592,0,10000,0
611.449368,2675.37592,0,10000,0
612.449368,2675.37592,0,10000,0
613.449368,2675.37592,0,10000,0
614.449368,2675.37592,0,10000,0
615.449368,2675.37592,0,10000,0
616.449368,2675.37592,0,10000,0
617.449368,2675.37592,0,10000,0
618.449368,2675.37592,0,10000,0
619.449368,2675.37592,0,10000,0
620.449368,2675.37592,0,10000,0
621.449368,2675.37592,0,10000,0
622.449368,2675.37592,0,10000,0
623.449368,2675.37592,0,10000,0
624.449368,2675.37592,0,10000,0
625.449368,2675.37592,0,10000,0
626.449368,2675.37592,0,10000,0
627.449368,2675.37592,0,10000,0
628.449368,2675.37592,0,10000,0
629.449368,2675.37592,0,10000,0
630.449368,2675.37592,0,10000,0
631.449368,2675.37592,0,10000,0
632.449368,2675.37592,0,10000,0
633.449368,2675.37592,0,10000,0
634.449368,2675.37592,0,10000,0
635.449368,2675.37592,0,10000,0
636.449368,2675.37592,0,10000,0
637.449368,2675.37592,0,10000,0
638.449368,2675.37592,0,10000,0
639.449368,2675.37592,0,10000,0
640.449368,2675.37592,0,10000,0
641.449368,2675.37592,0,10000,0
642.449368,2675.37592,0,10000,0
643.449368,2675.37592,0,10000,0
644.449368,2675.37592,0,10000,0
645.449368,2675.37592,0,10000,0
646.449368,2675.37592,0,10000,0
647.449368,2675.37592,0,10000,0
648.449368,2675.37592,0,10000,0
649.449368,2675.37592,0,10000,0
650.449368,2675.37592,0,10000,0
651.449368,2675.37592,0,10000,0
652.449368,2675.37592,0,10000,0
653.449368,2675.37592,0,10000,0
654.449368,2675.37592,0,10000,0
655.449368,2675.37592,0,10000,0
656.449368,2675.37592,0,10000,0
657.449368,2675.37592,0,10000,0
658.449368,2675.37592,0,10000,0
659.449368,2675.37592,0,10000,0
660.449368,2675.37592,0,10000,0
661.449368,2675.37592,0,10000,0
662.449368,2675.37592,0,10000,0
663.449368,2675.37592,0,10000,0
664.449368,2675.37592,0,10000,0
665.449368,2675.37592,0,10000,0
666.449368,2675.37592,0,10000,0
667.449368,2675.37592,0,10000,0
668.449368,2675.37592,0,10000,0
669.449368,2675.37592,0,10000,0
670.449368,2675.37592,0,10000,0
671.449368,2675.37592,0,10000,0
672.449368,2675.37592,0,10000,0
673.449368,2675.37592,0,10000,0
674.449368,2675.37592,0,10000,0
675.449368,2675.37592,0,10000,0
676.449368,2675.37592,0,10000,0
677.449368,2675.37592,0,10000,0
678.449368,2675.37592,0,10000,0
679.449368,2675.37592,0,10000,0
680.449368,2675.37592,0,10000,0
681.449368,2675.37592,0,10000,0
682.449368,2675.37592,0,10000,0
683.449368,2675.37592,0,10000,0
684.449368,2675.37592,0,10000,0
685.449368,2675.37592,0,10000,0
686.449368,2675.37592,0,10000,0
687.449368,2675.37592,0,10000,0
688.449368,2675.37592,0,10000,0
689.449368,2675.37592,0,10000,0
690.449368,2675.37592,0,10000,0
691.449368,2675.37592,0,10000,0
692.449368,2675.37592,0,10000,0
693.449368,2675.37592,0,10000,0
694.449368,2675.37592,0,10000,0
695.449368,2675.37592,0,10000,0
696.449368,2675.37592,0,10000,0
697.449368,2675.37592,0,10000,0
698.449368,2675.37592,0,10000,0
699.449368,2675.37592,0,10000,0
700.449368,2675.37592,0,10000,0
701.449368,2675.37592,0,10000,0
702.449368,2675.37592,0,10000,0
703.449368,2675.37592,0,10000,0
704.449368,2675.37592,0,10000,0
705.449368,2675.37592,0,10000,0
706.449368,2675.37592,0,10000,0
707.449368,2675.37592,0,10000,0
708.449368,2675.37592,0,10000,0
709.449368,2675.37592,0,10000,0
710.449368,2675.37592,0,10000,0
711.449368,2675.37592,0,10000,0
712.449368,2675.37592,0,10000,0
713.449368,2675.37592,0,10000,0
714.449368,2675.37592,0,10000,0
715.449368,2675.37592,0,10000,0
716.449368,2675.37592,0,10000,0
717.449368,2675.37592,0,10000,0
718.449368,2675.37592,0,10000,0
719.449368,2675.37592,0,10000,0
720.449368,2675.37592,0,10000,0
721.449368,2675.37592,0,10000,0
722.449368,2675.37592,0,10000,0
723.449368,2675.37592,0,10000,0
724.449368,2675.37592,0,10000,0
725.449368,2675.37592,0,10000,0
726.449368,2675.37592,0,10000,0
727.449368,2675.37592,0,10000,0
728.449368,2675.37592,0,10000,0
729.449368,2675.37592,0,10000,0
730.449368,2675.37592,0,10000,0
731.449368,2675.37592,0,10000,0
732.449368,2675.37592,0,10000,0
733.449368,2675.37592,0,10000,0
734.449368,2675.37592,0,10000,0
735.449368,2675.37592,0,10000,0
736.449368,2675.37592,0,10000,0
737.449368,2675.37592,0,10000,0
738.449368,2675.37592,0,10000,0
739.449368,2675.37592,0,10000,0
740.449368,2675.37592,0,10000,0
741.449368,2675.37592,0,10000,0
742.449368,2675.37592,0,10000,0
743.449368,2675.37592,0,10000,0
744.449368,2675.37592,0,10000,0
745.449368,2675.37592,0,10000,0
746.449368,2675.37592,0,10000,0
747.449368,2675.37592,0,10000,0
748.449368,2675.37592,0,10000,0
749.449368,2675.37592,0,10000,0
750.449368,2675.37592,0,10000,0
751.449368,2675.37592,0,10000,0
752.449368,2675.37592,0,10000,0
753.449368,2675.37592,0,10000,0
754.449368,2675.37592,0,10000,0
755.449368,2675.37592,0,10000,0
756.449368,2675.37592,0,10000,0
757.449368,2675.37592,0,10000,0
758.449368,2675.37592,0,10000,0
759.449368,2675.37592,0,10000,0
760.449368,2675.37592,0,10000,0
761.449368,2675.37592,0,10000,0
762.449368,2675.37592,0,10000,0
763.449368,2675.37592,0,10000,0
764.449368,2675.37592,0,10000,0
765.449368,2675.37592,0,10000,0
766.449368,2675.37592,0,10000,0
767.449368,2675.37592,0,10000,0
768.449368,2675.37592,0,10000,0
769.449368,2675.37592,0,10000,0
770.449368,2675.37592,0,10000,0
771.449368,2675.37592,0,10000,0
